PMID,country
30957699,Spain
30957699,Sweden
31072272,Brazil
31072272,Italy
31072272,United Kingdom
29078841,Sweden
28762606,China
23574579,United States
18541000,Netherlands
26762678,Massachusetts
26762678,United States
26762678,North Carolina
21536936,United States
28812321,Egypt
22623385,United States
31825067,United Kingdom
31825067,United States
24572041,Germany
22739368,United Kingdom
19321576,Vietnam
19535421,United States
20335632,South Africa
27629576,Denmark
27629576,Sweden
27629576,and
18806105,China
36335048,United States
36335048,France
19888949,United States
24308645,United States
24874782,United States
24874782,Illinois
24611528,United States
31585826,United States
31585826,Italy
31585826,Massachusetts
31585826,Pennsylvania
27980499,New Zealand
29434529,FL  USA
30987668,Japan
25505294,Taiwan
25505294,and
26290380,United States
19710216,United States
32233611,China
21972923,United States
19789372,Japan
16436790,Canada
20740672,Germany
24607961,Illinois
25818496,Netherlands
17409933,Slovenia
17409963,United States
29733908,United States
29733908,France
29733908,Illinois
29733908,Indiana
29733908,Missouri
29733908,Spain
29733908,Netherlands
29777823,United States
29777823,France
29777823,Germany
29777823,Italy
29777823,Japan
29777823,Poland
29777823,South Korea
29777823,Spain
37094664,Illinois
37094664,Italy
37094664,Switzerland
24722160,Italy
25122436,Serbia
21900840,Belgium
18978567,United States
25533587,Canada
25533587,France
25533587,Georgia
25533587,Illinois
25533587,Iowa
25533587,Italy
25533587,Malaysia
25533587,Minnesota
25533587,Oklahoma
25533587,Tennessee
25533587,Virginia
16580392,China
17081536,Croatia
20356583,Spain
25044085,United States
25234040,New Jersey
30477915,Italy
30477915,Spain
33272623,Denmark
33272623,Japan
35367059,China
25354250,Italy
26625939,Iran
27753145,South Korea
23293169,NJ  USA
26887029,CA  USA
26984931,NY  USA
18785848,China
16487841,Brazil
17631219,Belgium
18206735,Italy
18402899,United Kingdom
19778672,United States
20117379,Israel
20399059,United States
20828652,Japan
21144969,Netherlands
22405632,United Kingdom
23541971,France
23563134,Sweden
24239660,Italy
26361154,United States
26361154,Canada
26610874,Australia
26610874,United States
26610874,Massachusetts
26610874,New Jersey
26610874,North Carolina
26610874,United Kingdom
28838366,Belgium
28838366,Canada
28838366,Denmark
28838366,Israel
28838366,Malaysia
28838366,Maryland
28838366,United States
28838366,China
28838366,South Africa
28838366,Sweden
28838366,Netherlands
35798455,United States
37821170,Canada
37821170,Finland
37821170,France
37821170,Japan
37821170,United States
37821170,United Kingdom
37821170,Netherlands
22218626,United States
22403197,Canada
21762787,United Kingdom
30475942,Beer-Sheva
30475942,Haifa
30475942,Israel
30475942,Jerusalem
30475942,Naharia
30475942,Ramat-Gan
30475942,Tel Aviv
30475942,Zerifin
31046124,Denmark
31046124,Norway
31046124,Oslo
31046124,Roskilde
31046124,Sweden
25361995,S
25361995,Bari
25361995,Bologna
25361995,Brescia
25361995,Catania
25361995,Catanzaro
25361995,Ferrara
25361995,Florence
25361995,Genoa
25361995,Italy
25361995,Milan
25361995,Naples
25361995,Reggio Calabria
25361995,Rome
25361995,Turin
25361995,Udine
25361995,Verona
27836884,Netherlands
29893791,Belgium
29893791,France
29893791,Germany
23666916,Italy
23852309,Germany
22039086,Australia
19628566,Sweden
19541792,Italy
18558665,Estonia
18558665,France
18558665,Germany
18558665,Hungary
18558665,Italy
18558665,Poland
18558665,Turkey
18558665,United States
33098996,Germany
33098996,Switzerland
34082019,Belgium
34082019,Chile
34082019,Italy
34082019,Japan
34082019,South Korea
34082019,Turkey
34082019,United States
38844309,Canada
38844309,China
38844309,Italy
38844309,Japan
38844309,South Korea
38844309,Puerto Rico
38844309,Spain
38844309,Taiwan
38844309,United States
33156099,Spain
24766999,United States
25306870,Spain
25306870,Tanzania
36064689,Angiology
36064689,Arteriosclerosis Diseases Department of Medicine
36064689,Italy
29148597,Italy
31870950,United States
31870950,Spain
31870950,Switzerland
25777987,United States
30125457,Denmark
30125457,Norway
30125462,Brazil
30125462,Germany
30125462,Italy
30125462,Norway
30125462,Switzerland
30125462,United Kingdom
30125462,United States
23730730,France
33984593,China
27821836,China
20486868,Sweden
23885792,Japan
19365786,Finland
26551528,United Kingdom
27868150,Finland
22366878,Sweden
23250000,Germany
23474735,Spain
32378726,Germany
30619252,Ireland
31497011,Netherlands
31497011,Portugal
34566961,Russia
35095867,Australia
35095867,Italy
35111162,Italy
38022664,China
39281675,Greece
25078584,China
35319653,Egypt
25003264,Brazil
16505800,Spain
37405662,Spain
37405662,Switzerland
37405662,United States
26872294,United Kingdom
32945647,Poland
21910097,Iran
32149378,Iran
24442538,Iran
22837118,Iran
28625164,Netherlands
34749717,United States
35209924,Japan
36464680,Germany
37400844,China
37400844,United States
32539719,United States
29843814,Australia
29843814,Ghana
29843814,South Africa
29843814,Sweden
29843814,United Kingdom
29843814,United States
27582777,Uganda
27582777,WC1E 7HT UK
27434094,Egypt
27434094,UAE
22244362,United States
24401143,Switzerland
20429955,China
23597303,United States
27806718,Portugal
30419966,Belgium
30419966,Spain
33129334,United Kingdom
33892763,Spain
39090664,Ecuador
39090664,Mexico
39090664,Spain
25889106,South Africa
30446471,United States
28472901,Turkey
21920472,Iran
28919097,Turkey
31150800,China
31150800,United States
20096128,Australia
19379517,United States
19682359,United Kingdom
20214831,China
21320338,Germany
21435214,China
22495093,Netherlands
23497495,Italy
20030830,Italy
23270509,Brazil
23702050,Netherlands
24041337,United Kingdom
24351063,United Kingdom
24708672,Germany
24885132,Switzerland
24997587,Canada
25240737,United Kingdom
25348013,United States
25394474,Brazil
25560779,Germany
25623323,Italy
26037907,Italy
26112148,South Korea
26242401,United Kingdom
26530856,Canada
26530856,France
27430210,Denmark
27515417,Ireland
27515417,South Africa
27515417,United Kingdom
27465740,Germany
27465740,United Kingdom
27456342,China
27565425,Netherlands
27737714,Canada
27737714,United States
27770809,Australia
27770809,Netherlands
27931259,Finland
27931259,Norway
27931259,Sweden
27993163,United States
28031039,Belgium
28031039,United Kingdom
28057058,China
28057075,Australia
28292331,Belgium
28292331,Netherlands
28494802,Romania
28494802,United States
28587620,Iran
28768538,Netherlands
28974267,Australia
28978349,Taiwan
29126416,Germany
29096681,United Kingdom
29506561,United States
29976234,Bangladesh
29976234,United States
30382872,China
30541604,South Korea
33407797,Australia
34688283,United Kingdom
35109898,Egypt
35109898,Kingdom of Saudi Arabia
35109898,Kuwait
35109898,Saudi Arabia
35033158,China
35410282,United Kingdom
36258219,Canada
36258219,United Kingdom
36258219,United States
37004106,United States
34075804,Japan
25203612,United Kingdom
31969175,Spain
31969175,United States
24998293,Germany
25572571,China
30400971,Germany
31196126,China
33602286,Italy
33602286,United Kingdom
33602286,United States
34332606,China
16984626,Italy
33771192,United Kingdom
31511031,South Korea
31958884,China
30561087,France
18039350,Japan
19302077,Finland
28423234,Russia
28423234,United States
21884007,Switzerland
29386046,Nepal
29386046,Sweden
29739447,Norway
35908062,Japan
21453465,Ethiopia
27408622,Republic of Ireland
27408622,United Kingdom
24242260,Puerto Rico
28346570,E-mail:
28346570,-rouenfr
21125203,Japan
31142873,Czechia
31142873,Germany
31664303,Brazil
17982547,Brazil
18438559,Brazil
19180322,Brazil
27849235,Brazil
34287475,China
26892359,Brazil
29116298,Brazil
34878081,Brazil
28489212,Brazil
36849380,Abbottabad
36849380,Pakistan
30922377,Poland
28192892,France -
28192892,-nimesfr
28192892,France
29589419,South Korea -
29589419,South Korea
29856176,Egypt -
29856176,Egypt
30735015,Spain
30735015,Switzerland -
31106550,Switzerland -
31106550,Switzerland
31274266,Italy -
31274266,-leccoit
31274266,Italy
34263581,China -
34263581,China
38869265,China -
38869265,China
26211687,India
25443650,Australia
33456556,China
30047538,Sarajevo
30047538,Bosnia
30047538,Herzegovina
30047538,Tesaj
30047538,Tuzla
30047538,Zenica
31517334,Poland
31517334,United States
29557414,Italy
29557414,Ukraine
29557414,United States
28502313,Germany
32449896,Berlin Germany
32449896,These two authors are co-first authors
25168665,France
25168665,Germany
25168665,Italy
25168665,Spain
25168665,Sweden
25168665,Switzerland
25168665,United Kingdom
25168665,United States
25224748,Belgium
25511549,Brazil
27485852,United Kingdom
34739914,Denmark
25213350,Japan
26819359,South Korea
24529746,Finland
24529746,SE- Stockholm Sweden
24529746,Sweden
24529746,Switzerland
31526964,China
24176494,Belgium
24176494,France
24176494,Netherlands
25448092,B3K 6R8 Canada
25448092,Belgium
25448092,J1J Canada
25448092,United States
26518404,France
26518404,Japan
31279564,Italy
31279564,United States
31279564,Netherlands
39074570,Netherlands
28024270,Germany
25306116,United Kingdom
31146083,Netherlands
35986973,Portugal
35986973,United States
38368798,Germany
39423510,Germany
31473505,United States
28445790,Sweden
20884302,United Kingdom
24374296,Australia
33619014,Denmark
25200354,China
25200354,Malaysia
25200354,Singapore
25200354,Taiwan
28160720,Australia
28160720,Germany
28160720,United States
19394793,NC  USA
22269181,United Kingdom
23017609,United States
23026547,Norway
38815453,Australia
35933083,Pakistan
38648942,Iraq
38648942,Iran
25937539,Denmark
25937539,Germany
25937539,Italy
25937539,United Kingdom
38643804,Austria
38643804,Poland
21157021,France
19304125,Japan
28254383,Japan
28254383,United States
25153776,Germany
25153776,Switzerland
32360392,United States
32896644,Italy
37567462,China
37567462,United Kingdom
21596326,United States
21777886,Italy
22721655,Netherlands
23523456,United States
27212028,South Korea
31422087,Netherlands
29407275,France
32461125,France
39277967,Italy
36509378,Chile
30341003,Sweden
28627427,Thailand
28627427,Netherlands
36906121,Australia
36906121,Papua New Guinea
38992789,Austria
38992789,Belgium
38992789,Germany
38992789,Ireland
38992789,Lithuania
38992789,Norway
38992789,Spain
38992789,Turkey
27810187,United States
18809423,United Kingdom
34715471,Japan
35124187,Canada
35124187,Germany
35124187,Switzerland
29772367,Canada
29772367,United States
24576794,Israel
24576794,United States
33451721,Nepal
33451721,South Africa
33451721,Switzerland
33451721,United States
33451721,Vietnam
34116176,China
24267044,United States
25931419,New Zealand
26990920,United Kingdom
27928880,Germany
27928880,Switzerland
27928880,United States
31472039,France
31472039,Germany
33314487,Germany
33314487,Italy
33314487,Spain
33314487,Sweden
33314487,Switzerland
33314487,Netherlands
35199421,Belgium
35199421,France
35199421,Germany
35199421,Italy
35199421,Portugal
35199421,Spain
35199421,Netherlands
35199421,United Kingdom
37771274,Argentina
37771274,China
37771274,Hungary
37771274,Poland
37771274,Singapore
37771274,Spain
37771274,Sweden
37771274,Netherlands
37771274,United Kingdom
37771274,United States
19892778,Sweden
39378565,Germany
39378565,Italy
39378565,Spain
39378565,Switzerland
39378565,United States
38428640,Germany
24793536,Pennsylvania
24793536,United Kingdom
26278513,France
26278513,United States
29775954,Spain
34700212,United States
34099322,United States
36323186,Canada
36323186,Colombia
36323186,United States
32112909,Germany
32112909,Switzerland
23735646,Japan
38968979,Switzerland
35985457,Switzerland
35985457,United Kingdom
20972351,Japan
21791883,South Korea
32350185,Research Centre
32350185,Rutgers School of Dental Medicine
34656873,Italy
34656873,Poland
26769830,Poland
39114774,Netherlands
39556824,Belgium
25324210,Japan
20168310,Austria
21779093,Denmark
22051940,United States
26214075,Imperial College London
31047956,France
31047956,Germany
31047956,United States
31047956,Spain
31047956,Switzerland
21129346,United States
22226284,United States
30678470,Denmark
30678470,United States
31104490,Japan
34911398,Senegal
34911398,United States
25670847,Austria
25670847,Germany
25670847,-zentrumde
25670847,United States
21364772,United States
21533133,Germany
21383847,Sweden
21738622,Denmark
21935438,Germany
22848485,Belgium
22279549,Netherlands
21969870,Thailand
22238632,Belgium
22848464,Japan
23585901,Japan
22768345,Germany
22905160,Bangladesh
22870206,United Kingdom
23082174,United Kingdom
23285019,Belgium
23390496,Thailand
23390553,Australia
23874416,Italy
24023694,Italy
23935918,United Kingdom
24205043,Germany
24147086,France
24846274,South Korea
24846274,United States
24386420,United States
24796678,United States
24732091,Germany
24732091,Italy
24956391,Italy
24911522,Poland
24846207,China
24844772,Netherlands
25343486,Netherlands
25343486,United Kingdom
25100444,United Kingdom
25844638,Belgium
25844638,Netherlands
25372292,Canada
25372292,Germany
25180783,Austria
25503770,Switzerland
25330327,Netherlands
25978656,United Kingdom
26691531,Kenya
25906048,United States
26020772,Finland
26020772,United States
27031099,United States
25938235,Germany
25938235,South Korea
26275293,United States
26849442,India
26849442,United States
26529414,Switzerland
26698309,Germany
26698309,United States
26756747,South Korea
26252485,Denmark
26252485,United States
26361391,Netherlands
26730967,Belgium
26599909,Brazil
26677849,United States
26599904,China
26376281,France
26376281,United States
26771747,Australia
26771747,Germany
26771747,Italy
26771747,Switzerland
26771747,United States
26528820,China
27043306,Sudan
27367855,Norway
27367855,Sweden
27391594,Australia
27391594,Papua New Guinea
27391594,Spain
27391594,Switzerland
27391594,United Kingdom
27875594,Ghana
27875594,United States
28464014,China
27880819,Germany
27583444,Italy
27583444,Qatar
27583444,Spain
27583444,Sweden
27583444,United States
29211741,United Kingdom
28686664,Netherlands
28498853,United States
28704419,United States
28158239,New Zealand
30571697,Pakistan
30571697,United States
28813425,United States
29267375,United Kingdom
28922367,Germany
30845265,United Kingdom
29906284,France
29614084,United States
29897895,Germany
29897895,United Kingdom
30586364,United States
30161238,Canada
29953501,Peru
29953501,Sri Lanka
29953501,United Kingdom
30248152,Denmark
30248152,South Africa
30265724,Republic of Ireland
30001421,Austria
30735532,Germany
30897176,Germany
30897176,Switzerland
30897176,United Kingdom
30897176,United States
30212453,Peru
30212453,United States
30608938,Belgium
30608938,Canada
30608938,Kenya
30608938,South Africa
30742625,Japan
31536522,Australia
31536522,Canada
31536522,Qatar
30908504,United Kingdom
30908504,Switzerland
30908504,Netherlands
30794658,South Korea
30986240,Poland
33571302,Canada
31295275,Australia
31295275,Norway
31295275,Sweden
33027267,Ethiopia
32433709,China
32282826,Poland
32282826,United Kingdom
33539478,Indonesia
32584880,Germany
33690715,India
33690715,South Africa
34234368,Canada
33211745,Japan
33705476,Austria
33705476,Netherlands
33705476,United States
35213614,Nepal
35213614,United States
33705448,Ghana
33661915,Taiwan
33657181,Australia
33667273,Austria
35700203,Nepal
34388211,Germany
35180229,Canada
34347827,France
34520506,South Korea
35077512,Germany
36763583,Canada
35271601,Australia
35271601,Denmark
35077472,China
35077472,Singapore
34793552,United States
36315509,Australia
36315509,Bangladesh
36315509,Ethiopia
36454721,United States
35797268,Spain
36409753,Thailand
37582114,France
37582114,India
37582114,United States
36126073,United States
36928447,Capital Region of Denmark
36928447,Denmark
37036855,Japan
36897850,Israel
37856553,Canada
39190720,South Korea
38941338,United States
39292682,China
18431498,United States
19107187,Netherlands
20689824,United States
29903845,Australia
29903845,United States
29903845,Canada
29903845,Germany
29903845,Sweden
29903845,Switzerland
29903845,Netherlands
17803367,United States
27613490,United States
27613490,Sweden
27613490,United Kingdom
15273899,Sweden
22751910,Japan
24335248,Germany
24335248,-muensterde
24842885,Egypt
31557280,Norway
28615261,Sweden
28615261,and
27305950,Netherlands
27733398,Iran
27733398,United Kingdom
21325437,Australia
22158730,Denmark
23283502,Norway
21508090,United States
19553301,Netherlands
19386747,Germany
32958584,Italy
34270905,Columbus
34270905,DJvV)
34270905,Lincoln
34270905,MRB)
34270905,United States
34270905,Canada
34270905,SJC)
34270905,United Kingdom
31510777,Belgium
31510777,SJ)
31510777,South Africa
28790165,Canada
20351873,United States
30990777,United States
23475448,China
23362167,Spain
28260692,Switzerland
28260692,United Kingdom
28260692,United States
21983266,Portugal
22115622,Spain
26696453,Germany
29969433,Netherlands
25596571,Turkey
20332722,Italy
25296741,Spain -
27355295,Brazil
24992845,India
37635475,India
34747807,India
17998685,India
26881508,India
33004749,China
24369214,India
35688802,Netherlands
35688802,United Kingdom
38555285,Italy
38555285,United States
25377015,Australia
25377015,China
25377015,New Zealand
25377015,Singapore
25908679,Switzerland
25908679,United Kingdom
26553827,Germany
26088809,Mozambique
26088809,United Kingdom
26088809,United States
26253568,United Kingdom
26674505,France
27311900,China
26729394,United Kingdom
26729395,China
26729395,United States
27266776,Australia
27697878,United Kingdom
28039291,Japan
28246136,United Kingdom
28246136,Uganda
28473520,Kenya
28473520,United Kingdom
28473520,United States
28733301,China
29196478,Germany
28864705,Australia
29374668,Canada
29420232,Denmark
29420232,Sweden
29574443,United Kingdom
29654019,Denmark
31023751,Sweden
30948595,China
31227535,United Kingdom
32220908,Turkey
33782020,Ethiopia
33782020,United States
33243816,Switzerland
33827834,Australia
33827834,United Kingdom
34006547,Australia
36424115,United Kingdom
36351728,China
35798516,United Kingdom
37643857,India
37068889,United States
38151281,India
37879678,United Kingdom
37328185,Colombia
37328185,United States
38154905,Australia
38964799,United Kingdom
24848522,China
27511620,China
27511620,United States
27650877,China
27650877,United States
28436419,United Kingdom
28440314,United States
35190566,China
35177673,Belgium
35177673,Italy
35177673,United Arab Emirates
35177777,Sri Lanka
35365713,United States
29062019,United States
29075019,Brazil
29089618,United States
30190580,Spain
30194330,South Korea
31320726,United Kingdom
31434935,India
31484985,Mexico
31484985,Spain
31873093,Canada
31873093,United States
31873133,Belgium
31873133,Canada
31873133,France
31873133,Germany
31873133,United States
32081901,Australia
32081901,Germany
32081901,United Kingdom
32123208,South Korea
32350297,Sweden
32938975,South Korea
33110130,New Zealand
33110130,Taiwan
33159164,South Korea
33273525,Germany
33273525,United Kingdom
33542275,Netherlands
33500450,Japan
33564027,Iran
33623054,Germany
33692469,Italy
33692469,Poland
33686151,Spain
34075069,United States
34078971,Norway
34103629,Taiwan
34193885,United States
34408175,Germany
34531416,France
34645876,Ireland
34645876,United Kingdom
35581399,South Korea
35778539,China
35987885,Taiwan
37853026,China
38167465,Japan
38429426,Ethiopia
38486036,Finland
38486036,Germany
38486036,Switzerland
38491110,Germany
38532198,China
38632313,United Kingdom
38632313,United States
38658619,Malaysia
38909093,France
39079962,Iran
39438543,India
39407027,Iran
29274118,United States
29274118,Kansas
29274118,Maine
29274118,Pennsylvania
31957269,Canada
31957269,United States
33481328,Japan
34581025,Belgium
34581025,Finland
34581025,Sweden
37824431,Japan
35057905,South Africa
35057905,United Kingdom
34542399,United Kingdom
34542399,United States
32470185,Slovenia
31615294,Sweden
31615294,Switzerland
33754809,and INSERM U1116 CHRU Nancy Brabois F-CRIN INI-CRCT Universite de Lorraine Nancy France
35261279,Inc
26541392,CAS)
26541392,CY)
26541392,United States
29581220,Finland
29581220,United States
29581220,Sweden
29581220,Netherlands
23632670,Netherlands
25922454,United Kingdom
29642282,United States
25047090,United States
32616555,United States
29611325,Denmark
33356004,Denmark
33369879,United States
31624633,Dynamics
31624633,Metabolism Medicinal Sciences Pfizer Inc
31624633,Inc
33609425,Sweden
35267246,Japan
38628048,Japan
36854566,France
36854566,Ireland
36854566,Italy
36854566,United Kingdom
36854566,United States
34371381,Belgium
34371381,China
34371381,Japan
34371381,United States
34371381,South Korea
34371381,Spain
36455505,Belgium
36455505,Spain
38320431,United States
38320431,China
38320431,Germany
38320431,Greenville
38320431,Nashville
38320431,Oklahoma City
38320431,Pittsburgh
38320431,Spain
38320431,Tampa
38191184,China
25781221,Netherlands
26516908,United Kingdom
26985905,Netherlands
27483317,Denmark
27483317,South Africa
27483317,United States
27792133,United States
28230742,Netherlands
28230742,United Kingdom
28379172,United Kingdom
28813007,South Korea
28813007,United States
28925969,Spain
30011836,Japan
30201853,United States
30626147,Spain
31052277,Saudi Arabia
31252598,Poland
31426299,Sweden
31426362,France
31623349,Taiwan
31978983,Australia
31978983,New Zealand
31978983,United Kingdom
31978983,United States
31991794,Canada
31991794,France
31991794,Spain
32635181,Taiwan
32645831,Spain
32977459,Canada
33396846,New Zealand
33673567,Spain
33673567,United Kingdom
34684429,United States
35215537,United States
35565736,United Kingdom
35745123,United States
35807922,United States
35956389,South Korea
35956389,United States
36014880,China
36296958,Germany
36364727,Japan
36432424,United States
36501158,Austria
36501158,Germany
37630717,Mexico
37630717,Spain
38201939,Spain
38794761,Spain
38931276,Australia
39064808,China
39125418,Chile
39125418,Spain
39125418,Netherlands
39275150,Germany
39275150,Indonesia
39275150,Japan
39275315,South Korea
32932891,South Korea
27267614,United States
35384807,Egypt
35384807,Kuwait
31561652,Egypt
23511677,Taiwan
24695771,United States
20506403,United States
20957659,United States
35130182,United States
30043517,Netherlands
36383391,United States
38860826,Germany
38860826,Italy
37547712,Belgium
37547712,Finland
37547712,Germany
37547712,Netherlands
37547712,Switzerland
37483982,China
39465168,India
39465168,Saudi Arabia
30831776,China
23988868,<location>Belgium</location>
23988868,<location>Germany</location>
33969450,South Korea
27120065,China
31257114,Finland
29396374,Germany
25379416,United Kingdom
28580293,China
28580293,United States
37379733,United States
37120928,United States
37424245,China
37113132,China
25854443,Greece
34761595,China
27775806,China
34859852,Egypt
35363330,Saudi Arabia
36111911,Ukraine
32673237,Germany
32673237,Norway
32673237,Spain
36169994,United States
37788043,Australia
37788043,Netherlands
34722452,Canada
34722452,China
38868161,China
38868161,Japan
38441350,Iran
35394710,Australia
35394710,Turkey
28946838,Malaysia
31800880,Brazil
31397114,China
26586385,Iran
24998108,Turkey
30709437,Finland
30709437,Germany
30709437,Israel
30709437,Italy
30709437,Spain
34826411,United States
31409575,Canada
31409575,United States
36460015,Canada
36460015,United Kingdom
38767958,Norway
33688836,Denmark
27774513,Germany
27774513,Switzerland
36749631,Italy
36749631,Netherlands
36749631,United States
36749631,United Kingdom
37991022,Switzerland
37991022,and
39489524,Australia
31029560,Canada
31029560,United States
32819528,Canada
32116321,Mexico
35952316,United States
35952316,Canada
35952316,France
32011825,United Kingdom
35639947,Germany
21039051,Malaysia
26163644,India
38010430,United Kingdom
38010430,United States
32993359,Thailand
33904781,Japan
33904781,United States
28742505,Greece
28742505,United Kingdom
36344766,Colombia
36344766,Greece
36344766,Lebanon
36344766,Mexico
36344766,Peru
36344766,United States
36705923,China
30646198,Brazil
30646198,Canada
30646198,United Kingdom
32324238,Alabama
35244702,Connecticut
35244702,Germany
35244702,Illinois
35244702,Maryland
35244702,Massachusetts
35244702,United States
37000452,Denmark
37000452,Norway
37000452,Sweden
33079196,Bloomington
33079196,United States
33079196,Burlington
33079196,Connecticut
33079196,Maryland
33079196,Rhode Island
33315111,United States
33315111,Charlottesville
33315111,Germany
33315111,Hungary
33315111,Illinois
33315111,Massachusetts
33315111,North Carolina
35881398,Tennessee
36459138,Austria
36459138,Germany
36459138,Switzerland
37204788,Aurora
37204788,Canada
37204788,United States
37204788,North Carolina
37204788,Salt Lake City
37204788,Utah
37338907,China
37535352,Canada
37535352,Italy
37801319,China
38064218,Australia
39018073,Germany
39018073,Massachusetts
39018073,New Jersey
39018073,United States
34384238,United States
32185992,China
34392656,China
38358329,Minn
38760722,China
33763653,United Kingdom
33763653,United States
38432233,Sweden
38432233,United States
35421620,Brazil
35421620,Georgia
35421620,United States
39366393,United Kingdom
36200632,United States
36200632,Maryland
38925663,United Kingdom
39448077,Canada
39448077,United States
37712875,United States
37712875,Germany
37712875,Massachusetts
37712875,New Jersey
37712875,Republic of South Korea
37712875,Spain
37712875,Switzerland
34719198,Israel
36336861,Poland
31990465,Bursa
31990465,Istanbul
31990465,Turkey
15242436,United States
10854220,Switzerland
10522727,United States
14631217,Sweden
17667498,Sweden
17717452,United States
16041208,Australia
16633001,United States
2143369,United Kingdom
15547086,China
17223658,Germany
18250970,Poland
15381116,Japan
1313691,Netherlands
8398713,United Kingdom
7917912,Netherlands
7577483,Netherlands
8519676,United Kingdom
8630289,United Kingdom
8688343,United Kingdom
9400949,Amsterdam
9792152,United Kingdom
11875728,United States
11875726,United Kingdom
12434280,Germany
14612890,United Kingdom
14612900,United Kingdom
15162146,South Korea
15238981,United Kingdom
16685278,Austria
9059248,Switzerland
10837385,Brazil
12881333,Japan
17999404,United States
21425140,United States
15932522,United Kingdom
17492425,Netherlands
8381758,Italy
1648026,New Zealand
1624171,United Kingdom
8977350,Kantonsspital Basel
9577336,Italy
15994216,United Kingdom
16306137,Greece
8606066,Germany
24117102,Denmark
14707323,Netherlands
14707316,Australia
3288717,United States
8057111,Australia
10201428,Spain
10201430,United Kingdom
10896693,Japan
10896699,United Kingdom
12876237,United Kingdom
12456844,Denmark
10970440,Japan
16109727,United Kingdom
10639179,Finland
3050936,United Kingdom
1759767,United Kingdom
2690721,Hants
1908138,Spain
7886650,United Kingdom
2772858,United Kingdom
8511732,United Kingdom
8539677,Spain
9227725,China
10335002,Australia
3438883,Canada
12612296,Sweden
12403882,United Kingdom
10527363,United States
3415207,San Antonio
2751276,United States
2665639,United States
2751279,United States
1503442,Netherlands
8452344,Utah
8980774,United States
7811043,Canada
7625802,South Africa
8807070,United States
8913485,Netherlands
10049294,Germany
9559784,United States
10223940,United States
14693529,United States
11959608,France
10858333,United States
17485497,United States
15155200,United States
1609906,United States
14729881,Netherlands
2687426,United Kingdom
9519139,Australia
17325399,United Kingdom
18712591,United States
8994737,Greece
18592365,United States
18787762,United States
19066320,United States
17494667,United States
16847409,United States
26114468,United States
26114468,Australia
19594262,Center for Health Research/Southeast
19594262,Center for Health Studies
18022750,United States
8044491,United Kingdom
11726473,Ireland
8904612,Australia
8877029,Germany
3326636,United States
3129008,United Kingdom
2775613,France
2706191,Newcastle upon Tyne
1777376,United Kingdom
1904749,Adelaide
1349493,Dundee
8329292,Dundee
8198936,United Kingdom
7547096,United Kingdom
8527288,United States
14616414,United Kingdom
16669846,Japan
16939523,United States
11318774,United Kingdom
16034561,Germany
9266292,Tibet Autonomous Region
10591942,Japan
12795730,United States
12795735,United States
10766062,Switzerland
10617523,Oxford OX3 7BJ
11154618,United Kingdom
9253269,United States
9657784,London E11 1NR
11157525,United Kingdom
9437275,United States
24521647,China
31274487,United States
14562413,China
15770716,Japan
15786539,Japan
16437606,Germany
17106943,China
10576141,South Korea
10895973,South Korea
21275630,United States
16303317,United States
16545582,Canada H3A 2B4
11808847,Austria
16338779,United States
9673665,United Kingdom
12626460,France
15817755,Denmark
14510654,United States
22049084,China
22798068,China
18435881,United States
27662442,United States
32738502,United States
20479241,United States
25404350,United Kingdom
25201972,United States
25201972,and
26729884,United States
26578780,China
26578780,Italy
26578780,United States
26578771,United States
26578771,Australia
30174176,United States
37980767,United Kingdom
37980767,United States
35550158,United States
34353696,United States
20226809,United States
33022318,United States
36370892,United States
28476546,United States
24711212,Italy
32697331,United States
32697331,Utah
32697331,Zambia
33476420,United States
23355273,United States
25043153,Minnesota
29338073,Connecticut
29338073,United States
29338073,Massachusetts
33351187,Connecticut
33351187,New Jersey
33351187,Wisconsin
36444676,United States
35749631,United States
19449331,Norway
27151536,Sweden
27151536,United Kingdom
35064716,Germany
26201835,Czechia
26201835,Germany
26201835,United States
35428982,Canada
35428982,Spain
35428982,United Kingdom
35428982,United States
25701295,United States
22425272,United States
18829215,United States
22104603,United States
26048664,Austria
32320735,United States
32888944,Mass
20304413,United States
30241766,United States
17618761,United States
19761998,United States
22505800,United States
24407934,Pennsylvania
20566609,United States
26034248,Massachusetts
26034248,and
34181475,France
18852278,France
21670177,Mali
19433570,Greece
18955523,Canada
22508307,United States
22869560,Spain
31685476,Australia
31685476,Switzerland
30530597,United States
30530597,Uganda
32229495,China
32229495,United States
29530858,United States
29530858,Spain
29530858,United Kingdom
28438932,United States
25824212,Spain
25824212,Venezuela
19710262,Netherlands
31154664,District of Columbia
31154664,Maryland
31154664,Pennsylvania
24962637,United States
21506194,United States
33942348,Germany
29878501,United States
22678947,United States
30430635,Japan
24737669,United States
26502987,Australia
26502987,United Kingdom
27655371,Italy
38462625,Denmark
38462625,United States
17583188,France
36336750,Portugal
36336750,Saudi Arabia
36336750,United States
23341738,Ireland
29158670,Japan
29158670,Kumamoto
29158670,Nagakute
30584287,Poland
28740376,Germany
28740376,Hungary
28740376,Italy
28740376,Macedonia
28740376,Poland
28740376,United Kingdom
33611729,Belgium
33611729,Germany
33611729,Netherlands
34928484,Denmark
34928484,Germany
34928484,Italy
34928484,Japan
34928484,Netherlands
34928484,Spain
34928484,Taiwan
